ward_id,year_month,predicted_density
E05011237,2024-12,3.3932636
E05011237,2025-01,3.4173653
E05011237,2025-02,3.3826551
E05011238,2024-08,3.585664
E05011238,2024-09,3.9423454
E05011238,2024-10,3.7831392
E05011238,2024-11,3.7452605
E05011238,2024-12,3.5807455
E05011238,2025-01,3.2159774
E05011238,2025-02,3.2370462
E05011239,2024-08,1.1276147
E05011239,2024-09,1.1371706
E05011239,2024-10,1.1424686
E05011239,2024-11,1.1424686
E05011239,2024-12,1.3183421
E05011239,2025-01,1.45825
E05011239,2025-02,1.3627372
E05011240,2024-08,5.443997
E05011240,2024-09,5.372893
E05011240,2024-10,5.0884285
E05011240,2024-11,5.0203094
E05011240,2024-12,5.161029
E05011240,2025-01,5.0865226
E05011240,2025-02,5.5561585
E05011241,2024-08,3.385177
E05011241,2024-09,3.2146263
E05011241,2024-10,3.4125996
E05011241,2024-11,3.177004
E05011241,2024-12,2.8425114
E05011241,2025-01,2.9077525
E05011241,2025-02,2.7322829
E05011242,2024-08,1.1113055
E05011242,2024-09,1.2211956
E05011242,2024-10,1.2264936
E05011242,2024-11,1.2264936
E05011242,2024-12,1.2790134
E05011242,2025-01,1.267652
E05011242,2025-02,1.267652
E05011243,2024-08,1.4718959
E05011243,2024-09,1.7405655
E05011243,2024-10,1.7387139
E05011243,2024-11,1.6743711
E05011243,2024-12,1.6221273
E05011243,2025-01,1.6281755
E05011243,2025-02,1.5870839
E05011244,2024-08,3.4067519
E05011244,2024-09,3.4295597
E05011244,2024-10,3.4654224
E05011244,2024-11,3.7557142
E05011244,2024-12,3.5033011
E05011244,2025-01,3.4353604
E05011244,2025-02,3.035476
E05011245,2024-08,0.74007374
E05011245,2024-09,0.91149646
E05011245,2024-10,0.9167945
E05011245,2024-11,1.0382471
E05011245,2024-12,0.9967248
E05011245,2025-01,0.98536325
E05011245,2025-02,1.0656414
E05011246,2024-08,5.5425105
E05011246,2024-09,5.5845437
E05011246,2024-10,5.7221065
E05011246,2024-11,5.407689
E05011246,2024-12,5.764675
E05011246,2025-01,5.3879313
E05011246,2025-02,5.177638
E05011247,2024-08,6.153734
E05011247,2024-09,5.340325
E05011247,2024-10,6.10348
E05011247,2024-11,5.9752717
E05011247,2024-12,5.3753214
E05011247,2025-01,5.3576546
E05011247,2025-02,5.100475
E05011248,2024-08,1.8337283
E05011248,2024-09,2.396538
E05011248,2024-10,2.4137702
E05011248,2024-11,2.4511857
E05011248,2024-12,2.4137702
E05011248,2025-01,2.4137702
E05011248,2025-02,2.5143383
E05011249,2024-08,0.8701463
E05011249,2024-09,0.93690956
E05011249,2024-10,1.0749387
E05011249,2024-11,1.093477
E05011249,2024-12,1.093477
E05011249,2025-01,1.1810709
E05011249,2025-02,1.1345686
E05011250,2024-08,1.733499
E05011250,2024-09,1.8433893
E05011250,2024-10,1.8235995
E05011250,2024-11,1.8661343
E05011250,2024-12,1.8661343
E05011250,2025-01,1.6037636
E05011250,2025-02,1.8186877
E05011251,2024-08,3.1781082
E05011251,2024-09,3.404229
E05011251,2024-10,3.2139425
E05011251,2024-11,2.99341
E05011251,2024-12,3.64907
E05011251,2025-01,3.2107296
E05011251,2025-02,3.3034096
E05011252,2024-08,2.0393603
E05011252,2024-09,2.217645
E05011252,2024-10,2.2168767
E05011252,2024-11,2.2776794
E05011252,2024-12,2.2776794
E05011252,2025-01,2.2168767
E05011252,2025-02,2.2168767
E05011253,2024-08,2.4456537
E05011253,2024-09,2.5113301
E05011253,2024-10,2.398202
E05011253,2024-11,2.4590046
E05011253,2024-12,2.5339491
E05011253,2025-01,2.398202
E05011253,2025-02,2.289953
E05011254,2024-08,0.7082793
E05011254,2024-09,0.786404
E05011254,2024-10,0.79170203
E05011254,2024-11,0.79170203
E05011254,2024-12,0.79170203
E05011254,2025-01,0.9401654
E05011254,2025-02,0.9132212
E05011255,2024-08,2.323364
E05011255,2024-09,2.8160048
E05011255,2024-10,2.6910777
E05011255,2024-11,2.6222777
E05011255,2024-12,2.5091064
E05011255,2025-01,2.5926747
E05011255,2025-02,2.531872
E05011462,2024-08,2.5357437
E05011462,2024-09,2.5357437
E05011462,2024-10,2.6213186
E05011462,2024-11,2.5166519
E05011462,2024-12,2.551155
E05011462,2025-01,2.5774546
E05011462,2025-02,2.9236526
E05011463,2024-08,5.6017466
E05011463,2024-09,5.367491
E05011463,2024-10,5.7686567
E05011463,2024-11,5.6536746
E05011463,2024-12,5.5691485
E05011463,2025-01,5.829448
E05011463,2025-02,5.7978935
E05011464,2024-08,2.8399549
E05011464,2024-09,3.037919
E05011464,2024-10,3.1401231
E05011464,2024-11,3.126346
E05011464,2024-12,3.126346
E05011464,2025-01,3.574712
E05011464,2025-02,3.418726
E05011465,2024-08,4.8230724
E05011465,2024-09,5.0712337
E05011465,2024-10,5.3404045
E05011465,2024-11,4.6578665
E05011465,2024-12,4.6089754
E05011465,2025-01,4.633077
E05011465,2025-02,4.6942573
E05011466,2024-08,0.70974845
E05011466,2024-09,0.7353533
