ward_code,ward_name,2007,2010,2015,2019,pct_change_2007_2019,rank_2007,rank_2010,rank_2015,rank_2019,predicted_rank_2024,predicted_rank_2024_int,r1,r2,r3,mean_annual_rate,imd_est_2024,rank_est_2024
E05009370,Dalston,26.92616807126268,25.51024647866928,31.488450764881083,29.96111279397637,11.271357716706715,267.0,285.0,191.0,154.0,210.20000000000002,196.0,-0.017844994935470537,0.04300725137334971,-0.012353198886815187,0.004269685850354661,30.606220837469508,127.0
E05009371,De Beauvoir,31.388122767023336,28.30476421186064,30.746752506104755,29.584046777630927,-5.747639012320254,211.0,241.0,203.0,161.0,195.4,179.0,-0.033879272734885,0.016688572444401473,-0.00959099105458594,-0.00892723044835649,28.286896358294758,155.0
E05009372,Hackney Central,48.80994955702706,46.912320746475366,38.47051868823503,35.93277618056291,-26.382271428941173,72.0,74.0,115.0,83.0,85.4,66.0,-0.013130970934470021,-0.03890078004185904,-0.016915876115107586,-0.022982542363812215,31.98912726464756,115.0
E05009373,Hackney Downs,53.02579918482613,50.75338804754536,44.32214989117241,39.62971733911498,-25.26332851489501,62.0,62.0,90.0,68.0,70.0,54.0,-0.014494001495394482,-0.026734887870969892,-0.027588605543916067,-0.02293916497009348,35.288158914989616,92.0
E05009374,Hackney Wick,46.99442684687153,46.01236376337549,42.59512386495588,36.2662967252922,-22.828515722803225,82.0,77.0,99.0,81.0,84.0,64.0,-0.007014906242260199,-0.01531557600669553,-0.03941493225291404,-0.02058180483395659,32.68466589452815,104.0
E05009375,Haggerston,38.5623816751263,37.49300630310258,44.19329101490565,39.77536563651316,3.1455110102010604,131.0,134.0,91.0,67.0,98.0,76.0,-0.00933047057711378,0.033430359509028396,-0.025987659928281226,-0.0006292569987888704,39.65037839768405,72.0
E05009376,Homerton,45.538453463584105,42.31876114484886,49.61647468479897,43.46797234351349,-4.546665427991151,85.0,98.0,74.0,57.0,74.2,57.0,-0.024145903952458636,0.03233010301517081,-0.03253364766693001,-0.008116482868072613,41.73234112527869,63.0
E05009377,Hoxton East & Shoreditch,47.50414108394635,45.96354866648338,33.62350402593727,31.82305491670872,-33.00993515392058,79.0,78.0,169.0,129.0,116.80000000000001,97.0,-0.010929245666089216,-0.060610105657775026,-0.013664363948956315,-0.028401238424273518,27.553490985008636,164.0
E05009378,Hoxton West,36.22716264356618,35.56728651930812,31.6806221344302,28.926695814646862,-20.151914464700308,157.0,153.0,188.0,168.0,166.8,147.0,-0.006108894142261123,-0.022878445405793202,-0.022478582005342695,-0.017155307184465673,26.529148646960845,176.0
E05009379,King's Park,50.94962857773062,48.41903004198465,48.94468688680711,42.827407061572224,-15.94166972928338,67.0,73.0,76.0,59.0,66.80000000000001,48.0,-0.016838143612631695,0.0021619140364375067,-0.03282723915175356,-0.015834489575982585,39.542351106218675,73.0
E05009380,Lea Bridge,40.02146648594183,37.93676074541812,183.8889669707568,156.8214244660796,291.8432737120355,124.0,131.0,16.0,15.0,60.2,43.0,-0.017673750921590847,0.3711945723266987,-0.03902424592446507,0.10483219182688093,258.1588358690591,9.0
E05009381,London Fields,49.24886906402405,45.60625104729271,36.57051056226468,32.39538886518546,-34.221050186815226,70.0,79.0,134.0,120.0,104.6,81.0,-0.02528861861341858,-0.04319964010355892,-0.02985188658641147,-0.03278004843446299,27.42265057096569,168.0
E05009382,Shacklewell,26.56298599678378,25.19083964121484,35.19496137029135,34.025541887093894,28.09381404339735,272.0,291.0,146.0,103.0,183.0,168.0,-0.017524075873618816,0.0691719832477764,-0.008412280797797655,0.01441187552545331,36.549098916505365,82.0
E05009383,Springfield,60.43029378487338,54.72916334009295,37.020413684076296,35.65112644257849,-41.00454555211429,50.0,56.0,127.0,84.0,80.20000000000002,61.0,-0.032491696139275605,-0.0752070896712117,-0.009377934821012568,-0.03902557354383329,29.216783888836677,139.0
E05009384,Stamford Hill West,27.725599617913844,24.13166413107952,33.13935459288676,29.63224375794173,6.876836448276404,255.0,309.0,174.0,160.0,211.60000000000002,198.0,-0.04522264895424766,0.06549484967621666,-0.02757722269177798,-0.002435007323269659,29.273222805101533,138.0
